SeniorCitizen,tenure,MonthlyCharges,Churn
0,68,91.7,No
0,61,100.7,No
0,42,78.45,No
0,18,84.3,No
0,4,88.95,Yes
0,35,55.6,No
0,64,86.8,No
0,4,50.7,Yes
1,70,113.65,No
0,3,53.4,Yes
1,53,101.9,Yes
0,2,59.5,No
0,29,87.8,No
0,47,41.9,No
0,68,83,Yes
0,12,69.85,No
0,8,56.3,No
0,54,109.55,No
0,69,92.15,No
0,26,69.5,No
0,72,97,No
0,70,58.35,No
0,1,50.6,Yes
0,10,89.5,Yes
0,28,70.4,No
0,1,69.8,Yes
0,21,94.3,No
1,51,93.8,Yes
0,53,95.95,No
0,24,101.05,Yes
0,70,94.8,No
0,61,107.75,No
0,11,54.6,No
0,2,71.3,No
0,41,56.3,No
0,18,94.7,Yes
1,72,104.15,Yes
0,71,90.55,No
0,34,60.8,No
0,29,98.8,No
1,40,98.15,No
0,36,35.35,No
0,46,103.15,No
0,58,107.75,No
0,39,81.4,No
0,4,61.45,Yes
0,52,95.7,No
1,70,104.8,No
1,65,70.95,No
0,1,44.95,No
0,70,97.65,No
1,29,35.65,No
0,1,90.55,Yes
0,67,85.25,No
0,26,88.8,Yes
0,48,100.05,No
0,55,55.7,No
0,7,85.2,Yes
0,37,91.15,No
0,31,83.85,No
0,4,45.9,No
1,5,91.4,Yes
1,15,91.5,No
0,8,51.3,No
1,56,104.75,No
0,42,106.15,Yes
1,65,85.75,No
1,65,100.75,No
0,18,74.15,No
0,23,78.55,No
0,4,45.3,Yes
0,4,50.7,No
0,19,45,No
0,18,77.8,No
1,38,83.45,No
0,2,73.25,Yes
0,47,94.8,No
0,9,59.9,No
0,26,90.1,No
0,8,51.05,Yes
0,44,70.95,No
0,3,29.2,No
0,2,46.6,No
0,9,85.35,Yes
1,1,75.35,Yes
0,25,74.3,No
1,2,69.3,No
0,43,75.2,Yes
0,58,94.3,No
0,59,76.45,No
0,44,54,No
0,66,104.25,No
0,9,24.95,No
0,19,84.75,No
0,70,113.65,No
0,1,44.9,No
0,8,75.25,No
0,60,110.6,No
0,17,55.5,No
0,3,43.3,Yes
0,70,109.5,Yes
1,43,84.85,No
0,57,53.45,No
0,72,112.1,No
1,11,84.8,Yes
1,50,95.05,Yes
1,5,50.35,Yes
0,1,74.6,Yes
1,2,74.2,No
0,17,69,No
0,15,59.45,Yes
0,46,105.2,Yes
0,64,109.2,No
0,1,79.15,No
0,25,53.65,No
0,71,100.2,No
0,8,45.15,Yes
0,72,108.65,No
0,49,40.65,No
0,29,55.35,No
0,72,105.6,No
0,31,93.8,Yes
0,50,95.7,No
0,71,83.2,No
1,70,90.05,No
0,71,97.65,No
0,61,68.05,No
0,32,96.2,Yes
0,1,79.6,Yes
0,68,102.1,No
0,7,71.05,No
0,20,85.25,Yes
1,33,59.45,No
0,28,92.2,No
0,7,43.9,No
0,26,80.5,Yes
1,5,89.8,Yes
1,30,90.5,No
0,63,90.45,No
0,1,50.75,Yes
0,53,84.6,No
0,14,89.65,Yes
0,21,99.15,No
0,35,62.1,No
1,32,79.5,No
0,59,51.7,No
0,36,65.4,Yes
0,40,65.1,No
0,40,81.2,No
0,9,72.9,Yes
0,63,74.5,No
0,3,80.5,No
0,40,60.3,No
0,8,75,No
1,34,90.15,No
0,5,40,Yes
1,9,99.45,Yes
0,9,69.05,No
0,31,59.7,No
0,2,86.25,Yes
0,1,45.65,Yes
0,8,70.1,Yes
0,9,40.75,No
1,2,70.2,Yes
0,3,55.35,Yes
0,25,95.7,No
1,1,46.3,No
0,45,81.3,No
1,51,84.2,Yes
0,38,66.15,No
0,2,45.85,Yes
0,34,49.8,No
0,70,101.75,No
0,13,55.15,No
0,39,75.25,Yes
0,61,103.95,No
0,12,100.15,Yes
0,41,99.65,No
0,21,73.7,No
1,55,50.05,No
0,69,60.25,No
1,26,105.75,Yes
1,69,87.3,No
1,18,48.35,Yes
0,47,54.25,No
0,72,85.3,No
1,33,50,No
0,2,24.4,Yes
0,72,90.95,No
1,37,72.25,No
1,62,96.1,No
0,23,55.3,No
0,9,69.5,No
1,1,49.55,Yes
0,24,79.65,No
1,1,71.25,No
1,72,113.8,No
1,2,50.15,Yes
1,60,100.5,No
1,29,95.9,Yes
0,49,74.45,No
1,30,104.1,No
0,39,81.9,No
1,8,69.7,No
0,51,90.15,No
1,1,25.25,Yes
0,38,60,No
0,28,89.9,No
1,49,49.8,No
0,10,54.25,No
0,67,109.9,No
0,7,35.5,No
0,51,87.55,No
0,9,45.15,Yes
0,9,88.4,No
0,4,50.8,No
0,71,99,No
0,50,84.4,Yes
1,24,96.55,No
0,22,59.75,No
0,44,111.5,No
0,1,75.1,Yes
0,54,70.15,Yes
0,42,101.75,Yes
0,1,45.8,Yes
0,30,70.4,No
0,1,30.55,No
0,16,84.9,No
0,9,40.65,Yes
1,46,101,Yes
0,1,69.1,Yes
0,71,54.5,No
0,43,75.35,No
0,50,44.45,No
0,13,75,Yes
0,19,100,Yes
0,41,98.05,No
1,1,71.15,Yes
0,24,54.15,Yes
0,40,63.9,No
0,3,69.15,No
0,37,64.65,No
0,67,108.75,Yes
0,32,98.85,No
0,6,49.15,Yes
0,32,89.6,No
0,59,83.25,No
0,30,70.25,No
1,20,79.15,Yes
0,68,73,No
0,69,61.4,No
0,26,84.3,No
0,1,50.75,No
0,55,75.75,No
0,44,65.4,No
1,46,80.4,Yes
0,69,59.75,No
1,11,78.5,No
0,11,102,Yes
0,29,48.95,No
0,57,99.65,No
0,42,54.55,No
0,23,40.65,No
0,1,70.8,Yes
0,16,89.05,Yes
0,3,96.6,Yes
0,67,88.8,No
0,57,104.5,Yes
0,2,69.8,No
0,23,77.15,No
0,25,35.05,No
1,72,108.1,No
0,2,84.05,No
0,5,50.6,Yes
0,35,49.2,No
0,2,71.65,No
0,72,104.9,No
0,41,106.5,No
0,4,49.35,Yes
0,26,75.5,No
0,7,94.25,Yes
0,1,68.95,Yes
0,4,58.5,No
0,48,78.9,No
1,2,93.85,Yes
1,12,79.2,No
0,60,109.45,No
0,55,59.2,No
0,1,29.15,No
0,4,76.05,Yes
0,1,24.45,Yes
0,42,66.5,No
0,1,49.55,No
0,7,89.35,Yes
0,3,73.6,No
0,72,82.65,No
0,15,49,No
0,4,80.35,Yes
1,1,55.8,Yes
0,72,110.9,No
0,55,77.75,No
0,1,79.05,Yes
0,1,95,Yes
0,1,25.2,Yes
1,52,80.85,No
1,41,98.4,Yes
0,43,56.35,No
0,3,50.4,No
1,66,79.4,Yes
0,55,55.25,No
0,12,84.05,No
0,66,105.2,No
1,35,101.4,Yes
1,10,89.8,Yes
0,27,75.75,No
0,58,95.3,No
0,54,109.75,Yes
0,6,69.1,No
1,26,91.25,Yes
0,8,54.75,No
0,12,81.45,No
0,15,49.1,Yes
0,43,80.2,No
0,42,100.3,No
0,31,65.25,Yes
0,66,90.95,No
1,18,85.45,Yes
0,61,94.1,Yes
0,10,79.85,No
1,1,71.65,Yes
1,18,73.55,No
0,24,104.65,Yes
0,1,44.55,No
0,2,54.45,No
0,69,105,No
0,72,88.7,No
0,3,74.25,Yes
1,50,75.15,No
0,58,109.1,No
0,46,30.75,No
1,72,112.9,No
1,1,74.2,Yes
0,6,94.05,No
0,72,78.85,No
0,4,55.3,No
1,43,101,Yes
0,4,100.2,Yes
1,25,89.05,Yes
0,51,78.65,No
0,12,74.75,No
0,57,70.1,Yes
0,64,58.35,No
0,4,105.65,Yes
0,26,100.5,No
1,36,96.5,Yes
0,27,95,No
1,1,70.85,Yes
0,35,85.95,Yes
0,4,73.9,Yes
0,8,45.45,No
0,2,49.2,No
0,58,109.45,Yes
0,51,83.25,No
0,46,72.8,No
0,50,109.65,No
0,53,65,No
0,61,114.1,No
0,47,86.95,No
0,54,94.75,No
0,19,25.35,No
0,26,105.45,No
0,17,102.55,No
0,30,100.2,Yes
0,26,73.5,No
0,21,74.05,Yes
0,50,98.25,No
0,68,54.4,No
0,3,101.55,Yes
0,9,103.1,No
0,51,34.2,No
0,9,43.75,No
1,41,111.95,Yes
0,22,100.65,No
0,21,55.95,Yes
0,71,116.05,No
0,1,45.75,Yes
0,26,82,No
0,71,65.15,No
0,4,44.8,No
0,12,79.8,No
0,18,88.85,No
0,3,74.95,No
1,72,106.85,No
0,11,74.95,Yes
0,1,80.15,Yes
0,72,109.25,Yes
0,42,56.1,No
1,7,51.3,No
0,68,118.6,No
0,72,115.5,No
1,52,109.1,No
0,67,111.3,No
0,1,29.9,No
0,53,80.6,No
0,3,35.2,Yes
0,1,78.8,Yes
0,19,89.95,No
1,60,116.05,No
0,47,106.4,Yes
0,18,49.4,Yes
0,60,115.25,No
0,59,81.25,No
0,2,69.95,No
1,1,69.1,Yes
0,20,90.2,Yes
0,6,93.55,Yes
0,71,86.4,No
0,24,66.3,No
1,67,94.65,No
0,1,80.85,Yes
0,48,82.05,Yes
0,37,72.1,No
0,11,34.7,No
0,18,95.95,No
0,50,44.8,No
0,67,109.4,No
0,25,71.05,No
1,2,78.55,Yes
0,10,40.25,No
0,9,68.25,No
0,2,50.95,No
0,1,78.65,Yes
0,19,25.15,No
0,1,42.9,Yes
1,1,44,No
0,3,34.25,Yes
0,9,58.5,Yes
0,5,55.8,No
0,56,88.9,No
0,18,57.65,No
1,49,96.2,Yes
0,70,79.15,No
0,72,108.05,No
1,6,74.4,Yes
1,17,94.8,No
0,29,45.9,No
0,6,105.3,Yes
0,63,102.6,No
0,16,73.85,Yes
0,59,61.35,No
0,3,57.55,No
0,8,29.25,No
1,7,84.55,Yes
0,68,111.75,No
1,52,106.5,No
0,72,107.7,No
0,1,69.95,No
0,42,63.7,No
0,45,50.9,No
0,43,60.4,No
0,37,79.25,No
1,20,85.8,Yes
0,4,24.45,Yes
0,63,110.1,No
0,3,90.7,No
0,28,105.7,Yes
1,8,85.2,No
0,1,24.25,Yes
1,16,54.55,No
0,66,96.6,No
0,11,76.5,Yes
0,51,81.15,No
0,8,38.5,No
0,14,92.9,No
0,4,93.5,Yes
0,70,84.7,No
0,70,66,No
1,54,101.5,Yes
0,28,74.9,Yes
0,69,61.45,No
0,42,54.5,No
1,2,69.6,Yes
1,39,99.75,No
0,45,109.75,No
0,72,80.85,No
0,72,67.8,No
0,51,56.15,No
0,63,86.7,No
0,1,50.55,Yes
0,2,54.35,No
1,52,108.1,No
0,36,54.45,No
0,1,45.35,No
0,28,59,No
0,7,69.45,No
0,14,100.55,Yes
1,72,64.95,No
0,7,25.05,No
0,4,74.8,Yes
0,72,114.3,No
0,20,24.45,Yes
0,63,109.2,No
0,56,45.05,No
0,5,51,No
0,72,110.45,No
1,68,84.65,No
0,67,60.05,No
0,8,44.65,No
0,52,93.25,No
0,7,94.1,No
0,59,34.8,No
0,46,60.75,No
0,5,51.35,No
1,59,64.05,No
0,70,84.8,No
0,14,71,Yes
0,44,50.15,No
0,64,94.6,No
0,58,59.75,No
1,46,100.25,No
1,58,98.9,No
0,72,97.7,No
1,30,40.3,Yes
1,11,60.25,No
1,34,56.25,No
0,54,46.2,No
0,3,50.6,Yes
0,40,84.85,Yes
0,2,65.7,Yes
0,54,63.35,No
0,14,50.1,No
0,1,70.5,Yes
0,10,94.85,Yes
0,1,50.15,No
0,56,64.65,No
0,68,79.6,No
0,68,99.55,No
1,55,74,No
0,16,38.9,No
1,9,79.55,No
0,14,65.45,Yes
1,58,98.7,Yes
0,53,46.3,No
0,70,99.35,No
1,14,95.8,No
0,22,67.5,Yes
0,10,78.15,No
0,1,69.6,Yes
0,49,84.35,Yes
1,68,100.2,Yes
0,1,78.05,Yes
0,30,40.35,No
0,72,79.2,No
0,7,73.6,Yes
0,9,74.75,Yes
0,1,49.9,No
0,20,68.9,No
0,29,76,No
0,1,74,No
0,3,82.3,No
0,20,89.4,No
0,64,99.15,No
0,6,29.45,No
0,6,59.15,No
0,7,44.75,No
0,72,90.8,No
0,8,49.55,No
0,67,106.7,No
1,24,93.55,Yes
0,72,94.45,No
0,2,25.05,Yes
0,70,67.95,No
0,22,65.25,No
0,59,99.45,No
0,53,77.4,No
0,63,99.7,No
0,40,74.8,No
0,26,78.95,No
1,27,95.55,Yes
0,53,62.85,No
1,34,71.55,No
1,19,94.95,No
0,43,86.1,No
0,57,39.3,Yes
0,34,84.05,No
0,10,36.25,No
0,13,23.9,Yes
0,56,98.6,No
0,55,103.65,No
0,36,92.9,No
0,1,85.45,Yes
1,24,80.5,No
0,63,99.9,Yes
1,35,39.85,No
0,67,60.5,No
0,25,84.8,Yes
0,21,103.85,No
0,13,67.8,No
0,35,75.2,Yes
0,71,49.35,Yes
1,7,89,No
1,57,55,No
0,65,76.15,No
0,6,74.9,Yes
1,72,117.35,No
0,11,45.2,No
1,59,89.75,No
0,26,75,No
1,2,49.95,No
0,72,65.7,No
0,65,67.05,No
0,72,110.9,No
0,6,87.95,No
0,50,75.7,No
0,61,62.15,No
0,15,101.25,Yes
0,72,115.15,No
0,12,86.55,No
0,37,28.6,Yes
0,21,45.65,No
0,68,56.4,No
1,12,73.3,No
1,2,24.35,Yes
0,62,101.35,No
1,29,98.65,Yes
0,1,33.6,No
1,5,79.9,Yes
0,62,104.05,No
1,28,103.3,Yes
0,69,73.7,No
0,11,96.2,Yes
0,63,108.75,No
1,45,70.05,No
0,22,84.75,No
0,55,104.15,Yes
0,65,59.95,No
1,5,85.55,No
0,24,78.6,No
0,72,116.8,No
0,21,43.55,No
0,69,60.8,No
0,44,54.9,No
1,61,65.2,No
1,24,102.95,Yes
0,1,90.6,Yes
0,6,50.8,Yes
0,4,90.05,Yes
0,72,108.2,No
0,72,92,No
1,14,75.1,No
0,48,75.15,No
0,45,112.2,No
0,3,70.3,No
0,3,75.85,Yes
0,69,80.65,No
0,1,68.5,Yes
1,72,115.75,No
0,11,73.5,Yes
0,71,80.6,No
0,1,69.95,Yes
0,33,59.55,No
1,56,95.65,No
0,5,70.05,Yes
0,56,36.1,No
0,8,94,Yes
0,22,61.15,Yes
0,40,64.1,No
0,68,110.2,No
0,69,106.35,No
0,56,90.55,No
0,10,65.9,No
0,63,104.5,No
0,24,52.5,No
0,19,56.1,No
0,22,88.75,No
0,29,84.45,Yes
0,13,75.3,Yes
0,49,99.4,No
1,43,109.55,Yes
0,42,73.15,No
0,57,54.65,No
1,2,66.4,Yes
0,72,115.55,No
1,46,104.45,No
1,66,100.05,Yes
0,62,102,Yes
0,72,91.15,No
0,35,89.7,No
0,17,90.2,Yes
0,72,92.4,No
0,31,79.85,Yes
0,2,49.6,Yes
0,48,97.05,No
0,50,35,No
0,52,101.25,No
1,4,70.2,No
1,32,90.95,No
0,45,73.85,No
0,9,88.05,No
1,66,105.95,Yes
0,3,91.85,Yes
0,1,40.1,Yes
0,64,110.3,No
1,31,73.9,Yes
0,14,89.8,Yes
0,12,85.15,No
1,67,60.95,No
0,35,72.25,Yes
0,45,73.55,No
0,10,46,No
1,29,58.55,No
0,51,86.35,No
0,40,110.1,No
1,37,96.55,Yes
0,25,69.75,No
0,22,50.6,No
0,72,65.6,No
0,7,40.1,Yes
0,33,82.1,No
0,23,79.1,No
1,24,101.25,Yes
0,1,79.55,Yes
0,69,90.65,No
0,56,75.75,No
0,65,110,No
1,14,80.35,No
0,2,70.15,No
0,32,84.05,Yes
0,40,67.45,No
0,1,89.1,Yes
0,7,69.9,No
0,15,51.1,No
0,17,94.4,Yes
0,19,78.25,Yes
0,54,60,No
0,31,90.55,No
0,11,76.4,No
1,18,84.95,No
1,72,110.1,No
1,71,99.65,No
1,5,45.4,No
0,38,69,No
0,5,48.65,No
1,2,44.15,Yes
1,52,59.85,No
1,8,75.75,Yes
0,68,80.65,No
0,42,66.4,No
0,50,100.2,No
1,1,80.3,Yes
0,33,44.55,No
0,64,91.8,No
0,1,74.9,Yes
0,6,50.35,No
0,13,64.75,No
0,23,98.7,No
1,31,89.45,No
0,29,58.75,No
0,56,85.6,No
0,63,80.3,No
0,63,79.8,No
1,24,79.85,No
1,36,54.1,No
1,9,80.85,Yes
0,3,24.75,Yes
0,21,80.9,No
0,66,114.3,No
0,45,100.3,No
0,22,80,No
0,68,89.95,No
1,49,90.85,Yes
1,4,48.75,No
0,63,80,No
0,2,79.7,Yes
0,55,57.55,Yes
0,30,100.4,No
0,22,57.95,No
0,9,59.5,No
0,21,86.5,Yes
0,19,59.55,No
0,69,103.95,Yes
1,1,25.1,Yes
0,72,103.95,No
0,70,68.95,No
0,66,103.1,No
0,7,24.7,No
1,46,110.2,No
0,39,48.95,Yes
0,32,62.45,No
0,24,89.55,No
0,6,83.55,Yes
0,37,78.9,No
0,72,71.45,No
1,71,46.35,No
0,16,94.65,No
0,57,49.9,No
1,17,89.15,Yes
0,66,66.1,No
0,17,75.4,No
0,1,70.45,Yes
0,58,60.3,Yes
0,27,69.35,No
0,34,88.85,No
0,30,97,No
0,33,66.4,No
0,1,24.75,Yes
0,14,69.2,No
0,16,79.5,No
0,49,100.65,No
0,19,103.3,Yes
0,70,79.7,No
0,32,61.4,No
0,18,69.8,No
0,37,40.55,No
0,4,75.65,No
0,16,90.7,No
0,17,80.5,No
0,19,60.6,No
0,60,101.15,No
0,43,60,No
0,3,78.5,Yes
0,1,44.75,No
0,63,98,No
1,3,79.9,Yes
0,68,107.7,No
1,30,99.7,Yes
0,60,104.7,No
0,15,58.6,Yes
1,45,93.9,No
0,70,86.45,No
0,10,98.5,Yes
0,1,50.45,Yes
0,22,75,No
0,38,94.65,Yes
0,1,100.25,Yes
0,18,78.2,No
0,29,94.2,No
0,16,88.45,Yes
0,1,69.85,Yes
0,12,81.7,Yes
0,31,50.05,No
0,4,79.9,Yes
0,48,69.55,No
0,50,90.1,No
0,7,44.65,No
1,41,83.75,Yes
0,68,80.35,No
1,26,98.1,No
0,57,53.35,No
0,19,48.95,No
0,3,54.2,No
0,1,69.4,Yes
0,42,40.15,No
0,7,74.9,Yes
0,1,70.35,No
0,66,91.7,No
0,61,89.2,No
1,42,74.15,Yes
0,64,53.85,No
1,54,115.6,No
0,3,84.3,No
0,1,70.1,Yes
0,72,89.75,No
1,60,97.95,No
0,12,78.3,Yes
0,61,103.9,No
0,55,96.8,Yes
0,17,94.4,Yes
1,72,77.35,No
0,8,66.05,No
0,1,84.3,Yes
0,38,68.15,No
0,17,80.85,No
1,70,75.5,No
1,72,92.45,Yes
0,28,80.6,No
0,15,83.2,No
0,72,87.55,No
1,11,99.55,Yes
1,8,81.25,Yes
0,57,109.4,No
0,46,45.55,No
1,10,75.3,No
0,23,99.25,Yes
0,32,93.4,No
0,13,73.75,No
0,39,80.45,Yes
0,44,88.15,No
1,9,49.2,No
0,9,79.35,Yes
0,15,79.75,Yes
0,71,105.15,No
0,1,49,No
0,30,100.05,Yes
0,1,69.35,Yes
0,17,49.8,No
0,3,85.8,Yes
0,67,79.7,Yes
1,1,50.55,Yes
1,32,79.3,No
0,1,80.55,Yes
0,1,44.15,No
0,12,84.5,Yes
0,62,105.5,No
0,22,84.3,Yes
0,17,92.7,No
0,56,96.95,No
0,72,115.8,No
0,20,108.2,No
0,2,67.75,Yes
0,53,54.9,No
1,27,85.25,Yes
0,9,90.35,No
0,8,55.75,No
0,71,114.6,No
0,10,80.05,Yes
0,71,66.8,No
0,68,100.3,No
0,34,105.35,No
0,26,85.2,No
0,22,48.8,Yes
0,20,69.8,No
0,60,106.15,No
1,72,105.75,No
1,62,104.85,No
0,10,60.95,No
0,31,81.15,No
0,70,90.15,No
0,71,90.1,No
1,69,74.1,No
1,1,85.05,Yes
0,72,118.75,No
0,26,85.9,No
0,33,95,No
1,57,101.3,No
0,21,102.8,Yes
0,68,85.3,No
0,18,89.6,No
0,6,99.95,Yes
0,18,56.25,No
0,52,50.95,No
0,56,115.85,No
0,45,103.65,No
0,3,35.1,No
1,65,99.1,No
0,63,67.25,No
0,1,59.55,No
0,55,77.8,No
0,25,55.1,No
0,72,117.8,Yes
0,65,45.25,No
1,54,79.5,Yes
0,72,64.75,No
0,21,54.6,No
1,4,94.75,No
0,3,79.65,Yes
0,72,115.8,No
0,6,49.45,No
0,52,83.8,No
1,69,95.35,No
0,8,94.7,Yes
1,8,74.05,No
1,63,89.6,No
0,60,116.6,No
0,12,54.2,No
0,22,65.05,No
0,5,92.5,Yes
1,71,71,No
0,2,75.55,Yes
1,26,93.6,No
0,1,70,Yes
0,1,24.4,No
0,65,74.8,Yes
0,3,65.25,No
0,13,50.55,No
0,33,104.4,Yes
0,1,70.7,No
0,4,45.25,No
0,2,70.3,No
0,72,108.95,No
0,15,86.2,Yes
0,30,51.2,Yes
0,32,74.75,No
0,22,75.8,No
0,42,25.1,No
0,8,44.45,No
0,65,104.3,No
0,70,89,No
1,4,74.9,Yes
0,2,74.9,Yes
0,67,36.15,No
0,2,61.2,No
0,46,35.05,No
0,25,100.25,Yes
0,13,44,No
1,25,102.8,Yes
0,26,50.35,No
0,43,100,Yes
0,10,99.85,Yes
0,2,94.2,Yes
0,72,86.4,No
1,18,58.4,No
1,9,83.85,Yes
1,27,88.3,Yes
0,24,94.1,No
0,69,104.05,Yes
0,46,108.9,No
1,72,107.4,No
0,22,94.7,Yes
1,70,90.85,No
0,31,66.4,No
1,56,100.65,Yes
0,16,100.7,No
0,59,95.8,No
0,72,94.65,No
1,66,80.55,Yes
0,49,106.65,No
0,2,45.85,No
1,21,104.35,No
1,54,55.45,No
1,24,78.85,Yes
0,1,61.15,No
0,6,78.95,No
0,1,44.45,Yes
0,49,109.2,No
0,56,61.3,No
1,56,96.85,No
0,6,40.55,No
0,50,108.25,No
0,58,105.05,No
0,65,90.45,No
0,64,86.4,No
0,66,66.9,No
0,38,110.7,No
0,36,84.9,Yes
1,64,102.1,No
0,60,70.15,No
0,1,74.35,Yes
0,50,80.05,No
0,1,62.05,Yes
0,72,49.2,No
0,46,38.25,No
0,69,54.95,No
1,31,96.6,No
0,12,84.6,No
0,39,80,Yes
0,44,85.25,No
0,56,81.25,No
0,72,115.5,No
0,5,104.1,Yes
0,11,79,No
1,24,39.1,Yes
1,15,94.65,No
0,56,59.5,No
0,34,100.45,No
0,2,76.5,Yes
0,5,49.2,Yes
0,9,39.55,No
0,4,80.85,Yes
0,33,91.25,No
0,31,72.45,No
0,1,60.1,Yes
0,1,78.95,Yes
0,66,75.1,No
1,34,69.15,No
0,58,91.55,No
0,2,45.15,Yes
0,37,35.8,No
0,71,113.15,No
0,3,79.4,Yes
0,69,59.1,No
0,44,53.95,Yes
0,53,91.15,No
0,24,99.3,Yes
0,5,68.95,No
0,2,51.55,No
0,19,96.8,No
0,9,70.05,No
0,5,78.75,No
1,71,69.2,No
0,18,80.65,Yes
0,72,103.65,No
0,4,54.7,No
0,59,54.15,No
0,1,71.1,Yes
1,31,84.85,No
1,65,106.25,Yes
0,49,99.25,No
0,55,94.75,No
0,72,114.05,No
1,36,74.9,No
1,1,94,Yes
0,72,80.85,No
0,28,54.65,No
0,38,91.7,No
0,61,118.6,No
0,34,116.15,No
0,54,80.6,No
1,15,89.85,Yes
0,4,46,Yes
0,9,66.25,Yes
0,46,99.8,No
0,22,90,Yes
0,38,70.45,Yes
0,55,75,No
1,64,80.3,No
0,58,84.3,No
0,56,54.05,No
0,72,104.9,No
0,1,53.95,Yes
1,72,97.25,No
0,22,83.05,No
1,8,105.5,Yes
0,16,81,Yes
0,39,41.1,No
0,12,45,No
0,54,74.55,No
0,18,40.2,No
0,32,70.5,No
0,65,104.25,No
0,25,78.35,No
0,1,69.8,Yes
0,67,109.7,No
1,7,73.75,Yes
1,43,33.45,No
0,24,94.6,No
1,9,54.55,Yes
0,20,39.4,No
0,7,69.15,No
1,37,76.25,Yes
0,5,93.9,Yes
0,41,51.35,No
0,54,100.05,No
1,3,70.4,Yes
0,53,94.45,No
0,18,46.4,No
0,64,104.05,No
0,31,91.15,Yes
0,20,24.9,No
0,57,59.6,No
1,63,108.5,No
0,13,40.55,No
1,48,58.95,No
0,2,70.95,Yes
0,71,113.15,No
0,7,48.8,No
0,16,63.05,No
0,34,100.85,No
0,37,99.5,Yes
0,16,80.55,No
0,48,64.4,No
0,58,75.2,No
0,72,84.9,No
0,38,83.9,Yes
1,48,117.45,Yes
0,10,104.4,Yes
0,30,74.65,No
0,31,59.05,No
1,46,69.1,No
0,28,76.55,No
0,66,62.5,No
1,8,29.4,Yes
0,41,94.9,No
1,72,111.65,No
0,44,106.05,No
0,47,113.45,No
0,53,92.55,No
0,4,65.6,No
1,20,84.35,No
0,2,44.65,Yes
1,57,71.1,No
1,44,85.15,No
0,24,49.7,No
0,15,30.2,No
0,3,25.25,Yes
0,4,84.05,Yes
1,37,85.7,Yes
0,1,74.7,Yes
0,24,56.35,No
0,5,90.8,Yes
0,33,107.55,No
0,72,95.9,No
1,28,106.15,Yes
0,51,83.85,No
0,30,85.35,Yes
1,72,84.8,No
1,36,90.85,Yes
0,14,76.1,No
0,72,74.55,No
0,22,39.2,No
0,2,79.55,No
0,70,39.15,No
0,39,99.95,No
0,61,59.8,No
0,52,49.75,No
0,1,35.75,Yes
0,64,108.5,No
0,62,60.15,No
1,4,46,Yes
1,63,84,No
0,1,44.55,No
0,15,103.45,No
0,27,80.65,No
0,4,57.2,No
0,72,110.75,No
1,45,97.05,No
0,36,76.35,No
0,17,89.4,Yes
1,16,74.45,No
0,4,50.9,Yes
0,71,84.4,No
0,4,81,Yes
0,26,98.35,Yes
0,4,55.5,No
0,5,51,Yes
0,4,91.65,Yes
1,29,84.3,No
0,2,100.2,No
0,1,90.85,Yes
0,1,69.4,Yes
1,8,94.45,Yes
0,59,94.75,No
1,50,95.7,Yes
0,18,44.35,No
0,17,74.55,No
0,47,73.6,No
0,26,74.95,Yes
0,6,47.95,Yes
0,19,50.1,No
0,3,63.6,Yes
1,68,53,No
0,7,24.35,No
1,13,93.8,No
0,3,36.85,Yes
0,72,103.75,No
0,66,56.75,No
0,1,44.1,Yes
0,14,50.75,Yes
1,61,104.4,Yes
1,40,39.3,Yes
0,42,59.65,No
0,72,83.3,No
0,12,79.55,No
0,7,29.8,No
0,6,45.5,No
0,58,106.45,Yes
0,51,30.05,No
0,72,65.65,No
0,18,96.05,Yes
0,7,75.1,Yes
0,47,74.05,No
1,2,44.7,Yes
1,62,110.75,No
0,6,49.5,No
0,19,55,Yes
0,69,43.95,No
0,11,74.35,Yes
0,64,111.15,No
0,39,104.7,Yes
0,15,55.7,Yes
0,66,115.8,No
0,61,88.65,No
1,43,94.5,No
1,23,34.65,No
1,71,52.3,No
0,34,65,No
0,41,35.45,No
1,14,95.6,No
0,23,81.85,No
0,71,109.3,No
0,1,70.3,Yes
0,6,69.8,No
1,10,85.55,Yes
0,72,109.9,No
0,7,50.3,No
0,6,94.5,Yes
0,9,101.5,No
0,12,89.15,No
1,48,29.9,No
0,20,78.8,No
1,16,85.35,Yes
0,2,79.65,Yes
1,2,79.6,Yes
0,20,96.8,No
1,19,90.6,Yes
0,22,104.6,No
0,35,80.05,No
0,1,45.15,No
0,39,73.15,No
1,54,99.1,No
0,66,106.05,Yes
0,56,105.35,No
0,18,45.65,No
0,16,79.95,No
0,68,54.45,No
0,72,84.7,No
0,9,75.85,No
0,30,48.8,No
0,36,99.15,Yes
0,18,35.2,No
1,55,76.25,No
0,39,55.9,Yes
0,21,82.35,Yes
0,2,40.4,Yes
0,44,54.3,No
0,30,66.3,No
0,4,75.35,Yes
0,35,85.15,Yes
0,1,75.35,No
1,23,104.45,No
0,22,49.45,No
0,42,92.15,No
0,33,93.8,Yes
0,67,100.25,No
0,15,95.7,No
0,67,93.15,No
0,53,69.7,No
0,40,71.35,No
0,39,40.6,No
0,8,54.4,No
1,7,94.7,Yes
0,6,30.5,Yes
0,49,66.15,No
0,65,89.85,No
0,55,45.05,No
0,71,86.85,No
0,35,96.75,No
1,3,77,Yes
